MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,ScreenPorch,SaleCondition,YrSold,0,1
20,RL,,Reg,Lvl,Corner,Sawyer,2.0,2.0,1950.0,Gable,Wd Sdng,TA,Slab,,,,Fa,N,660.0,0.0,660.0,0.0,0.0,Fa,5.0,Min2,0.0,,,0.0,0.0,N,0.0,0.0,Normal,2009.0,11.726036105333119,123752.15635043208
20,RL,,IR1,Lvl,CulDSac,Edwards,4.0,5.0,1954.0,Gable,VinylSd,TA,CBlock,,,,TA,Y,1383.0,0.0,1383.0,0.0,0.0,TA,6.0,Mod,0.0,,Unf,2.0,498.0,Y,0.0,110.0,Normal,2009.0,11.637101013263152,113221.46118966935
20,RL,68.0,Reg,Lvl,Inside,Edwards,5.0,5.0,1956.0,Hip,MetalSd,TA,CBlock,TA,No,Rec,TA,Y,1073.0,0.0,1073.0,1.0,0.0,TA,5.0,Typ,0.0,,Unf,1.0,340.0,Y,0.0,0.0,Normal,2009.0,11.972871000837968,158398.77121288617
60,RL,50.0,Reg,Bnk,Inside,Edwards,6.0,7.0,1950.0,Hip,MetalSd,TA,CBlock,TA,No,BLQ,Ex,Y,892.0,747.0,1639.0,0.0,1.0,Gd,6.0,Typ,1.0,Gd,Unf,1.0,240.0,Y,0.0,0.0,Normal,2009.0,11.760965017600963,128151.06183078984
20,RL,62.0,Reg,Lvl,Inside,Edwards,5.0,6.0,1954.0,Gable,Wd Sdng,TA,CBlock,Gd,No,BLQ,TA,Y,1089.0,0.0,1089.0,1.0,0.0,TA,5.0,Typ,1.0,Gd,RFn,1.0,252.0,P,328.0,0.0,Normal,2009.0,11.758871965391442,127883.11547834479
120,RL,42.0,Reg,Lvl,Inside,Edwards,5.0,5.0,1984.0,Gable,HdBoard,Gd,CBlock,Gd,Mn,GLQ,TA,Y,1049.0,0.0,1049.0,1.0,0.0,Gd,5.0,Typ,0.0,,Fin,1.0,266.0,Y,0.0,0.0,Normal,2009.0,12.046439380290044,170491.27140506316
80,RL,74.0,IR1,Lvl,Inside,SawyerW,7.0,6.0,1991.0,Gable,HdBoard,Gd,PConc,Gd,No,GLQ,Gd,Y,1061.0,0.0,1061.0,1.0,1.0,Gd,4.0,Typ,0.0,,Unf,2.0,462.0,Y,114.0,0.0,Normal,2009.0,11.965910737595475,157300.10201680748
80,RL,66.0,IR1,Lvl,Inside,SawyerW,6.0,5.0,1983.0,Gable,Wd Sdng,Gd,CBlock,Gd,Av,Rec,Gd,Y,1338.0,0.0,1338.0,0.0,1.0,Gd,5.0,Min2,1.0,Po,Unf,2.0,576.0,Y,0.0,0.0,Normal,2009.0,12.306520727370362,221133.2472115101
60,RL,85.0,Reg,Lvl,Corner,SawyerW,7.0,5.0,1994.0,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1079.0,800.0,1879.0,1.0,1.0,Gd,8.0,Typ,1.0,TA,RFn,2.0,473.0,Y,400.0,0.0,Normal,2009.0,12.057936992134527,172462.82623351898
70,RL,120.0,Reg,Bnk,FR2,SawyerW,5.0,7.0,2007.0,Gable,HdBoard,Gd,PConc,,,,Ex,Y,1288.0,728.0,2016.0,0.0,0.0,TA,7.0,Mod,1.0,TA,Unf,2.0,576.0,P,0.0,0.0,Normal,2009.0,11.829462154775394,137236.65931754472
90,RL,64.0,Reg,Lvl,Inside,SawyerW,5.0,5.0,1979.0,Gable,HdBoard,TA,Slab,,,,TA,Y,1114.0,1114.0,2228.0,0.0,0.0,TA,8.0,Typ,0.0,,Unf,2.0,720.0,Y,73.0,0.0,Alloca,2009.0,11.742408925042868,125795.00606486018
90,RL,64.0,Reg,Bnk,Inside,SawyerW,5.0,5.0,1979.0,Gable,HdBoard,TA,Slab,,,,TA,Y,1535.0,0.0,1535.0,0.0,0.0,TA,8.0,Typ,0.0,,Unf,2.0,400.0,Y,0.0,0.0,Alloca,2009.0,11.957703388743596,156014.3686535442
90,RL,64.0,Reg,Lvl,Inside,SawyerW,5.0,5.0,1979.0,Gable,Plywood,TA,CBlock,Gd,Av,GLQ,TA,Y,1229.0,0.0,1229.0,2.0,2.0,Gd,6.0,Typ,2.0,TA,Unf,2.0,672.0,Y,120.0,0.0,Alloca,2009.0,11.736107704093312,125004.83606965712
90,RL,64.0,Reg,Bnk,Inside,SawyerW,5.0,5.0,1979.0,Gable,HdBoard,TA,Slab,,,,TA,Y,1513.0,0.0,1513.0,0.0,0.0,TA,8.0,Typ,0.0,,Unf,2.0,400.0,Y,0.0,0.0,Alloca,2009.0,12.564233671268093,286139.1961616955
90,RL,,Reg,Lvl,Inside,SawyerW,7.0,5.0,2000.0,Hip,VinylSd,TA,PConc,Ex,No,GLQ,Ex,Y,1168.0,1619.0,2787.0,2.0,2.0,TA,8.0,Typ,2.0,TA,Fin,4.0,820.0,Y,312.0,0.0,Normal,2009.0,12.564233671268093,286139.1961616955
90,RL,,Reg,Lvl,Inside,SawyerW,7.0,5.0,2000.0,Hip,VinylSd,TA,PConc,Ex,No,GLQ,Ex,Y,1168.0,1619.0,2787.0,2.0,2.0,TA,8.0,Typ,2.0,TA,Fin,4.0,820.0,Y,312.0,0.0,Normal,2009.0,12.564233671268093,286139.1961616955
90,RL,,Reg,Lvl,Inside,SawyerW,7.0,5.0,2000.0,Hip,VinylSd,TA,PConc,Ex,No,GLQ,Ex,Y,1168.0,1619.0,2787.0,2.0,2.0,TA,8.0,Typ,2.0,TA,Fin,4.0,820.0,Y,312.0,0.0,Normal,2009.0,12.684330445094528,322652.2655693134
20,RL,84.0,Reg,Lvl,Inside,CollgCr,9.0,5.0,2009.0,Hip,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1680.0,0.0,1680.0,1.0,1.0,Ex,8.0,Typ,1.0,Gd,Fin,3.0,1138.0,Y,185.0,0.0,Partial,2009.0,12.630328232352248,305690.4392210046
20,RL,65.0,IR1,Lvl,Inside,CollgCr,9.0,5.0,2008.0,Gable,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1720.0,0.0,1720.0,1.0,0.0,Ex,8.0,Typ,1.0,Gd,RFn,3.0,846.0,Y,208.0,0.0,Normal,2009.0,12.326301755128085,225551.0403047567
20,RL,71.0,Reg,Lvl,Inside,CollgCr,8.0,5.0,2008.0,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1468.0,0.0,1468.0,0.0,0.0,Gd,6.0,Typ,1.0,Gd,RFn,3.0,904.0,Y,192.0,0.0,Normal,2009.0,12.521651881172462,274210.6487808024
20,RL,77.0,IR1,Lvl,Inside,CollgCr,8.0,5.0,2008.0,Hip,VinylSd,Gd,PConc,Ex,Av,GLQ,Ex,Y,1838.0,0.0,1838.0,1.0,0.0,Gd,7.0,Typ,2.0,Gd,RFn,2.0,524.0,Y,154.0,0.0,Normal,2009.0,12.259058706158944,210882.98942710756
20,RL,64.0,Reg,Lvl,Inside,CollgCr,7.0,5.0,2007.0,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1290.0,0.0,1290.0,1.0,0.0,Gd,6.0,Typ,1.0,Gd,RFn,2.0,662.0,Y,168.0,0.0,Normal,2009.0,12.312628503176247,222488.01259871692
20,RL,95.0,IR1,Lvl,Corner,CollgCr,8.0,5.0,2008.0,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1254.0,0.0,1254.0,1.0,0.0,Gd,5.0,Typ,0.0,,RFn,3.0,810.0,Y,168.0,0.0,Normal,2009.0,12.443992032108435,253721.38439158862
20,RL,78.0,Reg,Lvl,Inside,CollgCr,8.0,5.0,2006.0,Gable,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1498.0,0.0,1498.0,0.0,0.0,Gd,7.0,Typ,1.0,Gd,Fin,3.0,844.0,Y,144.0,0.0,Normal,2009.0,12.104516221438473,180686.04053509547
60,RL,79.0,IR1,Lvl,Inside,CollgCr,6.0,5.0,2006.0,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,704.0,718.0,1422.0,0.0,1.0,Gd,7.0,Typ,1.0,Gd,Fin,2.0,440.0,Y,36.0,0.0,Normal,2009.0,12.373841014775685,236532.52757593177
60,RL,,IR1,HLS,CulDSac,ClearCr,7.0,5.0,1993.0,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Gd,Y,944.0,815.0,1759.0,1.0,1.0,Gd,7.0,Typ,1.0,TA,Unf,2.0,525.0,Y,150.0,0.0,Normal,2009.0,11.931775536210859,152021.24141419632
20,RL,65.0,Reg,Low,Inside,CollgCr,5.0,7.0,1994.0,Gable,VinylSd,TA,PConc,TA,No,ALQ,Ex,Y,990.0,0.0,990.0,1.0,0.0,TA,5.0,Typ,0.0,,RFn,1.0,440.0,Y,66.0,92.0,Normal,2009.0,12.22641420284268,204109.97135410065
20,RL,65.0,IR2,Low,Inside,CollgCr,7.0,5.0,1998.0,Gable,VinylSd,TA,PConc,Gd,Mn,GLQ,Ex,Y,1463.0,0.0,1463.0,1.0,0.0,TA,5.0,Typ,0.0,,Fin,2.0,539.0,Y,0.0,0.0,Normal,2009.0,12.211207040875289,201029.51978814328
60,RL,70.0,Reg,Lvl,Inside,CollgCr,6.0,5.0,1998.0,Gable,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Y,928.0,844.0,1772.0,1.0,1.0,TA,7.0,Typ,1.0,TA,RFn,2.0,492.0,Y,150.0,0.0,Normal,2009.0,12.226087960272773,204043.39285346362
20,RL,65.0,IR1,Lvl,Inside,CollgCr,7.0,5.0,2001.0,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1444.0,0.0,1444.0,1.0,0.0,Gd,6.0,Typ,0.0,,RFn,2.0,577.0,Y,144.0,0.0,Normal,2009.0,12.254716290027119,209969.2331228092
20,RL,75.0,Reg,Lvl,Inside,CollgCr,7.0,5.0,2001.0,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1492.0,0.0,1492.0,0.0,0.0,Gd,6.0,Typ,1.0,TA,RFn,2.0,608.0,Y,0.0,168.0,Family,2009.0,11.783238453209611,131037.45183701626
20,RL,,IR1,Lvl,CulDSac,CollgCr,5.0,5.0,1978.0,Gable,MetalSd,TA,BrkTil,Gd,Av,GLQ,TA,Y,907.0,0.0,907.0,0.0,0.0,TA,5.0,Typ,0.0,,Unf,1.0,343.0,Y,72.0,0.0,Normal,2009.0,11.852335889592036,140411.95121878435
20,RL,76.0,IR1,Lvl,Inside,CollgCr,5.0,7.0,1979.0,Gable,HdBoard,TA,CBlock,TA,No,ALQ,TA,Y,914.0,0.0,914.0,1.0,0.0,TA,5.0,Typ,0.0,,Unf,2.0,444.0,Y,0.0,0.0,Normal,2009.0,12.38595951745652,239416.38637769144
20,RL,90.0,Reg,Lvl,Corner,CollgCr,7.0,5.0,2002.0,Hip,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1611.0,0.0,1611.0,1.0,0.0,Gd,6.0,Typ,0.0,,RFn,3.0,1231.0,Y,262.0,0.0,Normal,2009.0,12.405080169837753,244038.22939176534
60,RL,,IR1,Lvl,Inside,CollgCr,8.0,5.0,2003.0,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1068.0,1116.0,2184.0,0.0,1.0,Gd,8.0,Typ,1.0,Gd,RFn,2.0,570.0,Y,192.0,0.0,Normal,2009.0,12.13570979990638,186411.11325187632
60,RL,70.0,Reg,Lvl,Inside,CollgCr,7.0,5.0,2002.0,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,840.0,885.0,1725.0,0.0,1.0,Gd,6.0,Typ,0.0,,RFn,2.0,550.0,Y,0.0,0.0,Normal,2009.0,12.20185714601671,199158.6746465093
60,RL,,Reg,Lvl,Corner,CollgCr,7.0,5.0,2001.0,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,944.0,926.0,1870.0,0.0,1.0,Gd,6.0,Typ,0.0,,RFn,2.0,608.0,Y,256.0,0.0,Normal,2009.0,12.404632785757913,243929.0749918543
20,RL,90.0,Reg,Lvl,FR3,CollgCr,8.0,5.0,2000.0,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1513.0,0.0,1513.0,1.0,0.0,Gd,5.0,Typ,1.0,TA,Fin,2.0,521.0,Y,135.0,0.0,Normal,2009.0,12.521863889905058,274268.7899959197
20,RL,,Reg,Lvl,Inside,CollgCr,8.0,5.0,2003.0,Hip,HdBoard,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1828.0,0.0,1828.0,1.0,0.0,Gd,7.0,Typ,1.0,Gd,Fin,2.0,523.0,Y,194.0,0.0,Normal,2009.0,12.312695336122335,222502.88262496635
20,RL,70.0,Reg,Lvl,Inside,CollgCr,7.0,5.0,1998.0,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1417.0,0.0,1417.0,1.0,0.0,Gd,7.0,Typ,1.0,TA,Unf,2.0,511.0,Y,60.0,117.0,Normal,2009.0,12.484185905682885,264127.1528294544
20,RL,85.0,Reg,Lvl,Inside,CollgCr,8.0,5.0,2007.0,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1602.0,0.0,1602.0,1.0,0.0,Gd,7.0,Typ,1.0,Gd,RFn,3.0,810.0,Y,0.0,195.0,Normal,2009.0,12.048592139251618,170858.69336100714
60,RL,85.0,Reg,Lvl,Corner,CollgCr,6.0,5.0,2007.0,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,608.0,788.0,1396.0,0.0,1.0,Gd,6.0,Typ,1.0,Gd,Fin,2.0,440.0,Y,100.0,0.0,Normal,2009.0,11.688904985381024,119241.36382591371
20,RL,80.0,Reg,Lvl,Inside,Edwards,4.0,6.0,1971.0,Gable,HdBoard,TA,CBlock,TA,No,GLQ,TA,Y,1149.0,0.0,1149.0,1.0,0.0,TA,7.0,Min1,0.0,,Fin,1.0,544.0,Y,0.0,0.0,Normal,2009.0,11.818796142581427,135780.6700387208
180,RM,35.0,Reg,Lvl,Inside,Edwards,6.0,5.0,2006.0,Gable,VinylSd,TA,Wood,Gd,Gd,GLQ,Gd,Y,1072.0,0.0,1072.0,1.0,0.0,TA,5.0,Typ,0.0,,Fin,2.0,525.0,Y,0.0,0.0,Normal,2009.0,11.43796622927691,92778.13059193907
20,RL,64.0,Reg,HLS,Inside,Edwards,4.0,5.0,1959.0,Gable,AsbShng,TA,CBlock,TA,No,LwQ,TA,Y,876.0,0.0,876.0,0.0,0.0,TA,5.0,Typ,0.0,,Unf,1.0,320.0,Y,0.0,0.0,Normal,2009.0,11.713023154535119,122152.20822924367
20,RL,70.0,Reg,Lvl,Inside,Edwards,5.0,5.0,1950.0,Gable,MetalSd,TA,CBlock,Fa,Mn,Rec,TA,Y,1368.0,0.0,1368.0,1.0,0.0,TA,6.0,Min1,0.0,,RFn,1.0,195.0,Y,0.0,0.0,Normal,2009.0,11.744259488697466,126028.01326184263
90,RL,65.0,Reg,Lvl,Inside,Edwards,5.0,5.0,1959.0,Hip,VinylSd,TA,CBlock,TA,No,Unf,TA,Y,1678.0,0.0,1678.0,0.0,0.0,TA,10.0,Typ,0.0,,,0.0,0.0,Y,0.0,0.0,Normal,2009.0,11.826822439327765,136874.87130674487
20,RL,70.0,Reg,Lvl,Inside,Edwards,5.0,5.0,1956.0,Hip,HdBoard,TA,CBlock,TA,No,Rec,Ex,Y,1560.0,0.0,1560.0,0.0,0.0,TA,7.0,Min1,1.0,TA,Unf,1.0,313.0,Y,0.0,0.0,Normal,2009.0,11.720231269015828,123035.87629446789
50,RL,45.0,Reg,Lvl,Inside,Edwards,5.0,6.0,1950.0,Gable,Wd Sdng,TA,CBlock,TA,No,Rec,Ex,Y,854.0,444.0,1298.0,0.0,0.0,TA,6.0,Typ,2.0,Gd,Unf,1.0,256.0,Y,84.0,0.0,Normal,2009.0,11.61097930047967,110302.21652703054
50,RH,70.0,Reg,Lvl,Corner,SWISU,5.0,4.0,1950.0,Gable,MetalSd,TA,PConc,TA,No,LwQ,TA,Y,832.0,436.0,1268.0,0.0,1.0,TA,7.0,Typ,2.0,Gd,Unf,1.0,250.0,Y,0.0,0.0,Abnorml,2009.0,11.75201333806395,127009.01384301341
70,RL,43.0,Reg,Bnk,Inside,SWISU,6.0,6.0,1950.0,Gable,Wd Sdng,TA,BrkTil,TA,No,Unf,Gd,Y,647.0,595.0,1242.0,0.0,1.0,TA,6.0,Typ,1.0,Gd,Unf,1.0,180.0,Y,329.0,0.0,Normal,2009.0,12.0695504980835,174477.39978022518
30,RL,64.0,Reg,Lvl,Inside,Crawfor,6.0,8.0,2000.0,Gable,Stucco,Gd,BrkTil,TA,No,Unf,Ex,Y,1232.0,0.0,1232.0,0.0,0.0,Gd,6.0,Typ,1.0,Gd,Unf,2.0,440.0,Y,0.0,0.0,Normal,2009.0,12.023401703696898,166608.44599808732
70,RL,53.0,Reg,Lvl,Inside,Crawfor,7.0,8.0,1990.0,Gambrel,Wd Sdng,TA,BrkTil,TA,Mn,Unf,Ex,Y,628.0,600.0,1228.0,0.0,0.0,TA,6.0,Typ,1.0,Gd,Unf,1.0,215.0,Y,0.0,195.0,Normal,2009.0,11.988624418642837,160913.85177928544
50,RL,60.0,Reg,HLS,Inside,Crawfor,5.0,6.0,1950.0,Gable,Wd Sdng,TA,CBlock,TA,No,ALQ,Ex,Y,840.0,727.0,1567.0,1.0,1.0,TA,6.0,Min2,2.0,TA,Unf,2.0,440.0,Y,0.0,0.0,Normal,2009.0,11.871183005943523,143083.4071431633
20,RL,80.0,IR1,HLS,Inside,Crawfor,5.0,4.0,1960.0,Gable,MetalSd,TA,CBlock,TA,No,Rec,Ex,Y,1273.0,0.0,1273.0,0.0,0.0,TA,5.0,Typ,0.0,,Unf,1.0,307.0,Y,483.0,115.0,Normal,2009.0,12.314394898449818,222881.36167529647
90,RL,,IR1,HLS,Corner,Crawfor,7.0,6.0,1950.0,Gable,Wd Sdng,TA,BrkTil,TA,No,LwQ,Ex,Y,1240.0,1240.0,2480.0,0.0,1.0,TA,13.0,Typ,2.0,Gd,Unf,2.0,400.0,Y,0.0,0.0,Normal,2009.0,11.885694790931685,145174.94203039064
20,RL,70.0,Reg,Lvl,Inside,Crawfor,5.0,6.0,1954.0,Gable,BrkFace,TA,BrkTil,TA,Mn,Rec,Ex,Y,1112.0,0.0,1112.0,1.0,0.0,TA,6.0,Typ,1.0,Gd,Unf,1.0,390.0,Y,0.0,0.0,Family,2009.0,12.174154021772802,193717.079742533
20,RL,90.0,IR1,Lvl,Inside,Crawfor,6.0,6.0,1960.0,Gable,HdBoard,TA,CBlock,TA,No,LwQ,TA,Y,1561.0,0.0,1561.0,1.0,0.0,TA,6.0,Typ,1.0,Gd,Fin,2.0,463.0,Y,0.0,120.0,Normal,2009.0,11.826063001971177,136770.9628772618
50,RL,78.0,Reg,Bnk,Inside,Crawfor,5.0,7.0,2005.0,Gable,BrkComm,TA,BrkTil,TA,No,BLQ,Fa,N,986.0,537.0,1523.0,1.0,0.0,Fa,7.0,Maj2,1.0,TA,Unf,1.0,295.0,Y,0.0,0.0,Normal,2009.0,12.275159486652734,214305.85158233438
20,RL,100.0,Reg,Bnk,Corner,Crawfor,6.0,5.0,1954.0,Gable,HdBoard,TA,PConc,TA,Av,LwQ,Ex,Y,1906.0,0.0,1906.0,1.0,1.0,TA,6.0,Typ,2.0,Gd,Unf,2.0,576.0,Y,0.0,0.0,Normal,2009.0,11.673066601414895,117367.65078323422
160,RM,24.0,Reg,Lvl,Inside,Blueste,6.0,6.0,1980.0,Gable,MetalSd,TA,CBlock,TA,No,Unf,TA,Y,516.0,516.0,1032.0,0.0,0.0,TA,5.0,Typ,1.0,TA,Unf,2.0,452.0,Y,279.0,0.0,Normal,2009.0,11.917468667634443,149861.77790704725
160,RM,24.0,Reg,Lvl,Inside,Blueste,6.0,6.0,1992.0,Gable,MetalSd,TA,CBlock,Gd,Mn,ALQ,TA,Y,561.0,668.0,1229.0,1.0,1.0,Gd,5.0,Typ,1.0,TA,Fin,2.0,462.0,Y,176.0,0.0,Normal,2009.0,11.787951574191654,131656.5048907263
160,RM,24.0,Reg,Lvl,Inside,Blueste,6.0,6.0,1980.0,Gable,MetalSd,TA,CBlock,Gd,No,Unf,TA,Y,561.0,668.0,1229.0,0.0,1.0,TA,5.0,Typ,1.0,TA,Fin,2.0,462.0,Y,154.0,0.0,Normal,2009.0,12.267168709787812,212600.20513737714
80,RL,,IR1,Lvl,Inside,Crawfor,6.0,6.0,1986.0,Gable,VinylSd,TA,CBlock,TA,No,ALQ,Gd,Y,1182.0,800.0,1982.0,1.0,1.0,TA,6.0,Typ,1.0,TA,Fin,2.0,501.0,Y,400.0,0.0,Normal,2009.0,12.643198269753762,309650.112522977
20,RL,,Reg,Bnk,Inside,Crawfor,7.0,9.0,2009.0,Hip,BrkFace,Gd,CBlock,Gd,No,GLQ,TA,Y,2365.0,0.0,2365.0,1.0,0.0,Ex,7.0,Min1,2.0,Gd,Fin,2.0,551.0,Y,200.0,0.0,Normal,2009.0,11.786100221524945,131412.98775690957
70,RM,50.0,Reg,Bnk,Inside,IDOTRR,5.0,6.0,1993.0,Gambrel,AsbShng,TA,BrkTil,TA,No,Unf,Ex,N,928.0,928.0,2168.0,0.0,0.0,Gd,11.0,Typ,0.0,,Unf,2.0,576.0,Y,467.0,0.0,Normal,2009.0,11.025344445270779,61411.011919082935
30,C (all),60.0,Reg,Lvl,Inside,IDOTRR,4.0,6.0,1950.0,Gable,MetalSd,TA,BrkTil,TA,No,Unf,Fa,N,572.0,0.0,572.0,0.0,0.0,TA,4.0,Typ,0.0,,Unf,1.0,200.0,N,0.0,0.0,Normal,2009.0,12.517785437946356,273152.4758762797
120,RM,44.0,IR1,HLS,Inside,Crawfor,8.0,5.0,2008.0,Hip,CemntBd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1648.0,0.0,1648.0,1.0,0.0,Ex,5.0,Typ,1.0,Gd,Fin,2.0,482.0,Y,162.0,0.0,Partial,2009.0,12.355056557427858,232130.86326669718
60,RL,75.0,Reg,Lvl,Inside,Mitchel,8.0,5.0,2001.0,Gable,CemntBd,Gd,PConc,Gd,No,ALQ,Ex,Y,1040.0,1012.0,2052.0,0.0,1.0,Gd,7.0,Typ,1.0,TA,Fin,3.0,642.0,Y,210.0,0.0,Normal,2009.0,12.149372121383866,188975.39896887992
85,RL,75.0,Reg,Lvl,Inside,Mitchel,6.0,6.0,1977.0,Gable,Plywood,TA,CBlock,TA,Av,ALQ,Ex,Y,926.0,0.0,926.0,1.0,0.0,TA,5.0,Typ,1.0,TA,Unf,1.0,351.0,Y,319.0,0.0,Normal,2009.0,11.919914891270809,150228.82208338808
85,RL,72.0,Reg,Bnk,Inside,Mitchel,6.0,7.0,1977.0,Gable,Plywood,TA,CBlock,Gd,Av,GLQ,TA,Y,1287.0,0.0,1287.0,1.0,1.0,TA,5.0,Typ,2.0,Fa,RFn,2.0,541.0,Y,302.0,120.0,Normal,2009.0,12.765554756935853,349953.21634159784
20,RL,82.0,Reg,Lvl,Inside,Mitchel,5.0,5.0,1991.0,Gable,HdBoard,TA,PConc,Gd,No,BLQ,TA,Y,1595.0,0.0,1595.0,1.0,0.0,TA,5.0,Typ,0.0,,Unf,2.0,672.0,Y,0.0,0.0,Abnorml,2009.0,12.613754505090114,300665.76307853893
20,RL,113.0,IR1,HLS,Corner,Timber,9.0,5.0,2008.0,Gable,CemntBd,Ex,CBlock,Ex,Gd,GLQ,Ex,Y,2036.0,0.0,2036.0,1.0,0.0,Ex,9.0,Typ,1.0,Ex,Fin,3.0,780.0,Y,90.0,0.0,Normal,2009.0,12.505367647498286,269781.4990298863
20,RL,79.0,IR1,HLS,Corner,Timber,9.0,5.0,2008.0,Gable,CemntBd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1641.0,0.0,1641.0,1.0,0.0,Ex,7.0,Typ,0.0,,Fin,3.0,885.0,Y,0.0,0.0,Normal,2009.0,12.419285257020498,247529.5522815073
60,RL,,IR1,Lvl,CulDSac,Timber,6.0,8.0,2006.0,Gable,MetalSd,TA,PConc,Gd,No,ALQ,Ex,Y,1375.0,862.0,2237.0,0.0,1.0,Gd,7.0,Typ,1.0,TA,Fin,2.0,440.0,Y,305.0,0.0,Normal,2009.0,12.242952806653776,207513.73446470711
80,RL,125.0,IR1,Lvl,Corner,Timber,7.0,5.0,1989.0,Hip,Plywood,TA,PConc,Gd,Gd,GLQ,Ex,Y,1479.0,0.0,1479.0,2.0,1.0,Gd,7.0,Min1,1.0,Fa,Fin,2.0,578.0,Y,224.0,0.0,Normal,2009.0,12.762909342682796,349028.6685603062
60,RL,75.0,IR1,Lvl,Corner,Timber,7.0,5.0,2003.0,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1072.0,942.0,2014.0,0.0,1.0,Gd,9.0,Typ,0.0,,Fin,2.0,486.0,Y,124.0,0.0,Abnorml,2009.0,11.793428908593427,132379.6101309516
20,RL,85.0,IR1,HLS,Inside,Timber,9.0,5.0,2007.0,Hip,CemntBd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1978.0,0.0,1978.0,1.0,0.0,Ex,7.0,Typ,1.0,Gd,Fin,3.0,920.0,Y,308.0,0.0,Normal,2009.0,11.923851014904535,150821.30658162542
20,RL,75.0,IR1,Lvl,Inside,Mitchel,5.0,7.0,1968.0,Gable,HdBoard,TA,CBlock,TA,No,ALQ,Gd,Y,1008.0,0.0,1008.0,0.0,0.0,Gd,6.0,Typ,0.0,,Unf,1.0,384.0,Y,144.0,0.0,Normal,2009.0,11.747072550760814,126383.03700265911
20,RL,83.0,IR1,Lvl,Inside,Mitchel,5.0,5.0,2000.0,Hip,HdBoard,TA,CBlock,TA,No,BLQ,Ex,Y,1404.0,0.0,1404.0,0.0,0.0,TA,7.0,Typ,1.0,Po,Unf,2.0,504.0,Y,0.0,0.0,Normal,2009.0,11.843552534886939,139184.063626535
85,RL,50.0,IR1,Lvl,Inside,Mitchel,5.0,8.0,1972.0,Gable,MetalSd,TA,CBlock,Gd,Av,GLQ,Gd,Y,796.0,0.0,796.0,0.0,0.0,TA,4.0,Typ,0.0,,Unf,1.0,336.0,Y,138.0,0.0,Normal,2009.0,11.843475314343628,139173.31617248902
80,RL,62.0,Reg,Lvl,Inside,Mitchel,6.0,5.0,1996.0,Gable,HdBoard,TA,CBlock,Gd,Av,Rec,Ex,Y,1091.0,0.0,1091.0,0.0,0.0,TA,5.0,Typ,0.0,,Fin,1.0,429.0,Y,280.0,0.0,Normal,2009.0,11.8116596906235,134815.12718311217
85,RL,70.0,Reg,Lvl,Inside,Mitchel,5.0,6.0,1993.0,Gable,HdBoard,TA,PConc,Gd,Av,GLQ,TA,Y,883.0,0.0,883.0,1.0,0.0,TA,5.0,Typ,1.0,Fa,Unf,2.0,698.0,Y,100.0,0.0,Normal,2009.0,12.06925255869695,174425.4238339933
60,RL,62.0,Reg,Lvl,Inside,Mitchel,5.0,5.0,1992.0,Gable,HdBoard,TA,PConc,Gd,No,ALQ,TA,Y,624.0,663.0,1287.0,0.0,1.0,TA,6.0,Typ,0.0,,Unf,2.0,440.0,Y,150.0,0.0,Normal,2009.0,12.08167270551641,176605.3225153611
